pwsid,name,state,counties_served,cities_served,population_served,service_connections,owner_type,source_water_type,violations_total_ever,violations_health_based_ever,violations_health_based_last5y,violations_health_based_currently_unaddressed,most_recent_violation_date,most_recent_health_violation_date,contaminants_ever_flagged,last_reported_date
MN1190020,South Saint Paul,MN,Dakota,South St. Paul,20664,6841,L,GW,10,6,0,0,2020-01-01,2020-01-01,"Combined Radium (-226 and -228); Gross Alpha, Excl. Radon and U; Revised Total Coliform Rule",05/28/2026
OH0300112,ASHLAND CITY,OH,Ashland,ASHLAND,20648,7774,L,GW,7,2,0,0,2026-07-01,2010-01-10,TTHM,05/15/2026
TN0000615,SELMER WATER SYSTEM,TN,McNairy,SELMER,20648,8003,L,GW,13,1,0,0,2024-01-07,2009-01-10,Coliform (TCR),05/14/2026
MI0004120,MARQUETTE,MI,Marquette,MARQUETTE,20629,6856,L,SW,26,2,1,0,2025-12-10,2025-12-10,Lead and Copper Rule; Surface Water Treatment Rule,06/23/2026
TX2460004,CITY OF TAYLOR,TX,Williamson,TAYLOR,20622,7475,L,SWP,13,6,0,0,2020-01-07,2015-01-10,Coliform (TCR); Fluoride,06/26/2026
OH7501214,SIDNEY CITY PWS,OH,Shelby,SIDNEY,20614,9459,L,SW,36,5,1,0,2024-01-10,2024-01-10,Surface Water Treatment Rule; TTHM,05/15/2026
FL3350836,MINNEOLA WATER DEPARTMENT (2 WPS),FL,Lake,MINNEOLA,20605,5887,L,GW,34,1,0,0,2025-01-07,2009-01-12,Coliform (TCR),05/18/2026
AZ0405005,SAFFORD CITY OF,AZ,Graham,SAFFORD,20600,8152,L,GW,372,7,1,1,2025-10-09,2024-10-11,Coliform (TCR); Fluoride; Groundwater Rule,05/14/2026
NY2902839,MINEOLA (V),NY,Nassau,MINEOLA (V),20600,5485,L,GW,37,1,0,0,2014-01-01,1999-01-12,Coliform (TCR),06/25/2026
WV3304513,WVAWC BLUESTONE PLANT,,Summers,HINTON,20562,10278,P,SW,1,0,0,0,,,,05/19/2026
NC0113025,"HARRISBURG, TOWN OF",NC,Cabarrus,HARRISBURG,20549,8090,L,SWP,29,5,0,0,2021-01-07,2021-01-07,Coliform (TCR); TTHM,06/26/2026
UTAH02004,BRIGHAM CITY WATER SYSTEM,UT,Box Elder,WEST HAVEN,20540,6524,L,GW,47,2,0,0,2025-01-07,2017-01-10,Groundwater Rule; Surface Water Treatment Rule,06/17/2026
GA0090001,MILLEDGEVILLE,GA,Baldwin,MILLEDGEVILLE,20540,7900,L,SW,13,6,2,0,2024-01-01,2024-01-01,Coliform (TCR); Surface Water Treatment Rule; TTHM,06/12/2026
FL1030141,"CALLAWAY, CITY OF WATER SYSTEM",FL,Bay,CALLAWAY,20520,8379,L,SWP,8,3,1,1,2025-01-02,2025-01-02,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; Total Haloacetic Acids (HAA5),05/18/2026
IL0310690,DOLTON,IL,Cook,DOLTON,20510,7542,L,SWP,28,2,0,0,2025-02-07,1991-01-09,Coliform (TCR),05/27/2026
IL0970900,LIBERTYVILLE,IL,Lake,LIBERTYVILLE,20500,7501,L,SWP,13,0,0,0,2023-01-01,,,05/27/2026
FL2160734,N.S. MAYPORT,FL,Duval,JACKSONVILLE,20500,901,F,GW,10,6,0,0,2025-01-08,2015-01-10,"Coliform (TCR); Gross Alpha, Excl. Radon and U; TTHM",05/18/2026
NJ0232001,LYNDHURST WATER DEPARTMENT,NJ,Bergen,LYNDHURST TWP-0232,20500,6000,L,SWP,58,2,0,0,2027-06-12,2006-01-09,Coliform (TCR),06/30/2026
NY2902856,WESTBURY WD,NY,Nassau,NORTH HEMPSTEAD (T); WESTBURY (V),20500,5978,M,GW,8,2,0,0,2014-01-01,2013-01-07,Coliform (TCR),06/25/2026
CA1510022,WEST KERN WATER DISTRICT,CA,Kern,TAFT,20500,7165,L,GW,3,0,0,0,2011-01-01,,,06/22/2026
CO0143755,TRI COUNTY WCD,CO,Montrose,MONTROSE,20490,8046,L,SWP,3,0,0,0,2016-01-07,,,06/17/2026
FL2120630,CITY OF LAKE CITY (PRICE CREEK WTP),FL,Columbia,LAKE CITY,20488,10002,L,GW,35,27,0,0,2015-01-08,2015-01-08,"Coliform (TCR); Gross Alpha, Excl. Radon and U; TTHM; Total Haloacetic Acids (HAA5)",05/18/2026
MI0000730,BIRMINGHAM,MI,Oakland,BIRMINGHAM,20472,8484,L,SWP,9,2,2,0,2025-05-01,2023-01-07,Lead and Copper Rule,06/23/2026
GA1570000,BRASELTON,GA,Jackson,BRASELTON,20469,7526,L,SWP,19,1,0,0,2023-02-08,2006-01-08,Coliform (TCR),06/12/2026
TX1110007,ACTON MUD,TX,Hood,GRANBURY,20458,41046,L,SW,78,7,0,0,2021-01-01,2016-01-10,Cadmium; Coliform (TCR),06/26/2026
MA3168000,MARBLEHEAD WATER DEPT. (MWRA),MA,Essex,MARBLEHEAD,20441,8122,L,SWP,8,7,0,0,1999-01-01,1999-01-01,Coliform (TCR); Lead and Copper Rule; Surface Water Treatment Rule,06/22/2026
OH6205011,OTTAWA COUNTY REGIONAL WATER DISTRICT,OH,Ottawa,PORT CLINTON,20428,8372,L,SW,4,1,0,0,2020-06-01,2005-01-06,Surface Water Treatment Rule,05/15/2026
AR0000782,TRI-COUNTY WATER DISTBR DIST,AR,Pope,RUSSELVILLE,20394,8041,L,SW,15,11,0,0,2018-01-04,2018-01-04,Coliform (TCR); TTHM,05/12/2026
LA1097010,CITY OF OPELOUSAS WATER SYSTEM,LA,St. Landry Parish,OPELOUSAS,20388,6790,L,GW,31,19,6,0,2025-05-07,2025-02-04,Coliform (TCR); Groundwater Rule,06/23/2026
GA1210002,COLLEGE PARK,GA,Fulton,COLLEGE PARK,20382,2620,L,SWP,10,0,0,0,2025-02-07,,,06/12/2026
TX1290014,FORNEY LAKE WSC,TX,Kaufman,ROCKWALL,20377,6825,L,SWP,6,0,0,0,2019-01-09,,,06/26/2026
NJ0211001,ELMWOOD PARK WATER DEPT,NJ,Bergen,ELMWOOD PARK BORO-0211,20374,5300,L,SWP,73,12,0,0,2025-01-02,2018-01-04,Coliform (TCR); TTHM,06/30/2026
LA1079016,CITY OF PINEVILLE WATER SYSTEM,LA,Rapides Parish,PINEVILLE,20358,6786,L,GW,23,20,16,7,2028-06-01,2028-06-01,Coliform (TCR); Groundwater Rule,06/23/2026
GA0310006,GEORGIA SOUTHERN UNIVERSITY,GA,Bulloch,STATESBORO,20357,260,S,GW,6,0,0,0,2025-02-07,,,06/12/2026
PR0003373,CABO ROJO,PR,Cabo Rojo Municipio,CABO ROJO,20356,7624,L,SW,264,64,0,0,2021-01-12,2021-01-12,"CARBON, TOTAL; Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Long Term 2 Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule; TTHM; Total Haloacetic Acids (HAA5)",06/05/2026
OH5501211,PIQUA CITY PWS,OH,Miami,PIQUA,20354,8824,L,SW,16,8,0,0,2025-02-07,2015-01-07,Surface Water Treatment Rule; TTHM,05/15/2026
MA3206000,NEWBURYPORT WATER DEPARTMENT,MA,Essex,NEWBURYPORT,20335,8494,L,SW,37,3,0,0,2022-01-01,2018-01-07,Coliform (TCR); Lead and Copper Rule; TTHM,06/22/2026
TX0940018,CITY OF CIBOLO,TX,Guadalupe,CIBOLO,20331,6883,L,SWP,17,7,0,0,2025-01-07,2005-01-04,TTHM; Total Haloacetic Acids (HAA5),06/26/2026
OK2005519,BETHANY,OK,Oklahoma,BETHANY,20307,7019,L,GU,34,14,1,0,2024-01-01,2022-01-05,Coliform (TCR); Interim Enhanced Surface Water Treatment Rule; Revised Total Coliform Rule; TTHM,05/13/2026
MN1730036,Sartell,MN,Stearns,Sartell,20300,5246,L,GW,3,0,0,0,2007-01-10,,,05/28/2026
ID1280147,POST FALLS CITY OF,ID,Kootenai,POST FALLS,20285,8114,L,GW,246,12,0,0,2021-02-01,2021-02-01,Coliform (TCR); Revised Total Coliform Rule,06/26/2026
AK2212039,DOYON UTILITIES JBER - RICHARDSON,AK,Anchorage Municipality,FORT RICHARDSON,20284,1073,P,SW,226,2,0,0,2023-01-07,2013-01-04,Coliform (TCR); Surface Water Treatment Rule,06/19/2026
CA1910191,"NORWALK - CITY, WATER DEPT.",CA,Los Angeles,NORWALK,20283,5401,L,SWP,1,1,0,0,1999-01-01,1999-01-01,"1,2-Dichloroethane",06/22/2026
CO0107471,LEFT HAND WD,CO,Boulder,NIWOT,20280,7769,L,SW,70,1,0,0,2017-01-11,2002-01-09,Interim Enhanced Surface Water Treatment Rule,06/17/2026
OH7400614,AQUA OHIO - TIFFIN,OH,Seneca,MARION,20279,8311,P,SW,12,7,0,0,2021-06-12,2002-01-12,Nitrate; Surface Water Treatment Rule,05/15/2026
IA7720051,CLIVE WATER DEPARTMENT,IA,Polk,CLIVE,20277,6876,L,SWP,6,1,0,0,2011-01-08,1999-01-09,Coliform (TCR),06/17/2026
CA1910073,"LOMITA-CITY, WATER DEPT.",CA,Los Angeles,LOMITA,20256,4456,L,SWP,2,1,0,0,2018-01-07,2016-01-04,TTHM,06/22/2026
NC0442040,HALIFAX CO--HALIFAX,NC,Halifax,ROANOKE RAPIDS,20250,8782,L,SWP,59,17,0,0,2024-01-01,2017-01-10,Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5),06/26/2026
AL0001260,"TALLADEGA WATER & SEWER BOARD, CITY OF",AL,Talladega,TALLADEGA,20250,6750,L,SW,37,4,0,0,2025-01-07,2015-01-04,"1,2-DIBROMO-3-CHLOROPROPANE; Tetrachloroethylene",05/18/2026
WA5381080,SNOQUALMIE WATER,WA,King,SNOQUALIME,20222,5386,L,GW,24,4,0,0,2016-01-07,2003-01-10,Coliform (TCR),06/19/2026
NC0201018,"MEBANE, CITY OF",NC,Alamance,MEBANE,20212,7396,L,SWP,21,8,0,0,2010-09-12,2010-01-04,TTHM,06/26/2026
TN0000598,RUSSELLVILLE WHITESBURG U.D.,TN,Hamblen,RUSSELLVILLE,20197,7798,L,SWP,2,0,0,0,1994-01-07,,,05/14/2026
GA1770068,LEE COUNTY UTILITIES AUTHORITY,GA,Lee,LEESBURG,20194,7952,L,GW,40,6,4,0,2026-01-01,2026-01-01,Coliform (TCR); Fluoride,06/12/2026
CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,CA,San Bernardino,GRAND TERRACE,20188,6656,P,GW,3,1,0,0,2024-01-10,1998-01-05,Coliform (TCR),06/22/2026
TX0570016,CITY OF SEAGOVILLE,TX,Dallas,SEAGOVILLE,20156,6439,L,SWP,32,7,1,0,2026-03-05,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS,06/26/2026
AR0000574,WASHINGTON WATER AUTHORITY WWA,AR,Benton; Washington,FARMINGTON,20140,8056,L,SWP,28,15,0,0,2019-01-10,2019-01-01,Coliform (TCR); TTHM,05/12/2026
IN5287002,CHANDLER WATER WORKS DEPARTMENT,IN,Warrick,NEWBURGH,20120,8048,L,GW,64,3,0,0,2011-01-02,2003-01-06,Coliform (TCR),06/30/2026
TX0150009,CITY OF UNIVERSAL CITY,TX,Bexar,UNIVERSAL CITY,20119,6548,L,GW,3,0,0,0,2027-06-12,,,06/26/2026
MA4310000,WAREHAM FIRE DISTRICT,MA,Plymouth,WAREHAM,20102,8604,L,GW,18,13,0,0,2020-02-01,2019-04-12,Coliform (TCR); Revised Total Coliform Rule,06/22/2026
WA5341150,KING COUNTY WATER DISTRICT NO 90,WA,King,Renton,20100,8081,L,SWP,47,2,0,0,2024-01-07,1992-01-07,Coliform (TCR),06/19/2026
IA9133701,WARREN WATER DISTRICT,IA,Madison; Warren,INDIANOLA,20095,8110,P,SWP,7,4,0,0,2019-07-02,1996-01-05,Coliform (TCR),06/17/2026
NY1101754,CORTLAND (C),NY,Cortland,CORTLAND (C),20095,4950,L,GW,8,5,0,0,2010-01-12,2006-01-06,Coliform (TCR),06/25/2026
AK2310918,FT WAINWRIGHT - MAIN POST,AK,Fairbanks North Star Borough,FORT WAINWRIGHT,20076,708,P,GW,354,2,0,0,2012-01-01,2012-01-01,Coliform (TCR); DICHLOROMETHANE,06/19/2026
HI0000214,LAHAINA,HI,Maui,LAHAINA,20065,3236,L,SW,65,35,0,0,2016-01-11,1997-01-05,Coliform (TCR); Surface Water Treatment Rule,06/03/2026
WA5349150,LYNDEN WATER DEPARTMENT,WA,Whatcom,Lynden,20062,6847,L,SW,31,18,1,0,2025-01-07,2023-01-12,Interim Enhanced Surface Water Treatment Rule; Nitrate; Surface Water Treatment Rule,06/19/2026
KY0410047,BULLOCK PEN WATER DISTRICT,KY,Grant,CRITTENDEN,20048,9047,L,SW,31,9,0,0,2017-01-01,2017-01-01,"Antimony, Total; Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5)",06/18/2026
AZ0402010,BELLA VISTA CITY WATER SYSTEM,AZ,Cochise,SIERRA VISTA,20045,8018,P,GW,1529,3,0,0,2023-01-10,2009-01-09,Coliform (TCR); Fluoride,05/14/2026
KY0430616,GRAYSON COUNTY WATER DISTRICT,KY,Grayson,LEITCHFIELD,20033,9380,L,SW,47,8,0,0,2024-01-05,2018-01-01,Coliform (TCR); Total Haloacetic Acids (HAA5),06/18/2026
MA2141000,HUDSON WATER SUPPLY,MA,Middlesex,HUDSON,20032,6073,L,SW,156,7,0,0,2024-01-04,2008-01-07,Coliform (TCR),06/22/2026
WI2670105,GERMANTOWN WATER UTILITY,WI,Washington,GERMANTOWN,20027,7417,L,GW,111,7,1,0,2025-05-10,2025-05-10,"Combined Radium (-226 and -228); Gross Alpha, Excl. Radon and U; LEAD AND COPPER RULE REVISIONS",05/29/2026
OR4100372,"HERMISTON, CITY OF",OR,Umatilla,HERMISTON,20000,5979,L,SW,133,8,0,0,2025-01-02,1998-01-12,Coliform (TCR); Surface Water Treatment Rule,06/26/2026
PA1460020,AMBLER BORO WATER DEPT,PA,Montgomery,AMBLER,20000,6008,L,SW,600,4,0,0,2026-01-02,1996-01-01,Coliform (TCR); Lead and Copper Rule; Tetrachloroethylene,06/15/2026
AZ0407120,PIMA UTILITIES,AZ,Maricopa,CHANDLER,20000,10500,P,GW,230,4,2,0,2025-10-08,2024-01-08,Coliform (TCR); Revised Total Coliform Rule,05/14/2026
NJ1533001,BARNEGAT TWP WATER SEWER,NJ,Ocean,BARNEGAT TWP.-1533,20000,6073,L,GW,105,2,0,0,2024-06-12,2010-01-06,Coliform (TCR),06/30/2026
UTAH18004,BLUFFDALE WATER SYSTEM,UT,Salt Lake,BLUFFDALE,20000,5505,L,SWP,72,1,0,0,2019-01-07,1994-01-06,Coliform (TCR),06/17/2026
NJ1306001,BELMAR WATER DEPT,NJ,Monmouth,BELMAR BORO-1306,20000,3193,L,SWP,43,3,1,0,2025-05-10,2023-01-01,CYANIDE; Coliform (TCR); Lead and Copper Rule,06/30/2026
CO0121775,SECURITY WATER DISTRICT,CO,El Paso,COLORADO SPRINGS,20000,7519,L,SWP,101,0,0,0,2025-05-09,,,06/17/2026
WI7720108,WIS RAPIDS WATER WORKS & LIGHTING COMM,,Wood,WISCONSIN RAPIDS,20000,7919,L,GW,7,3,0,0,2014-01-01,2002-01-05,Coliform (TCR),05/29/2026
NY2902822,FRANKLIN SQUARE WD,NY,Nassau,HEMPSTEAD (T); STEWART MANOR (V),20000,5190,M,GW,33,5,0,0,2022-01-01,2015-01-08,Coliform (TCR),06/25/2026
ID2350015,LEWISTON ORCHARDS IRRIGATION DIST,ID,Nez Perce,LEWISTON,20000,6951,P,GW,91,1,0,0,2021-01-01,1995-01-11,Coliform (TCR),06/26/2026
FL4470257,OKEECHOBEE UTILITY AUTHORITY,FL,Okeechobee,OKEECHOBEE,20000,10500,L,SW,70,18,0,0,2025-01-10,2020-01-01,Coliform (TCR); Revised Total Coliform Rule; TTHM; Total Haloacetic Acids (HAA5),05/18/2026
VA1520070,BVU AUTHORITY,VA,,BRISTOL CITY,20000,7100,L,SW,18,0,0,0,2021-01-01,,,05/19/2026
CO0130842,WHEAT RIDGE WATER DISTRICT,CO,Jefferson,WHEAT RIDGE,20000,5838,L,SWP,1,1,0,0,2017-01-03,2017-01-03,Stage 1 Disinfectants and Disinfection Byproducts Rule,06/17/2026
NJ1526001,SEASIDE HEIGHTS WATER DE,NJ,Ocean,SEASIDE HEIGHTS BORO-1526,20000,1716,L,GW,22,0,0,0,2017-11-07,,,06/30/2026
NJ1503001,BEACH HAVEN WATER DEPT,NJ,Ocean,BEACH HAVEN BORO-1503,20000,2546,L,GW,10,1,0,0,2024-11-06,2013-01-08,Coliform (TCR),06/30/2026
LA1079017,RAPIDES PARISH WATERWORKS DISTRICT 3,LA,Rapides Parish,TIOGA,19983,6965,L,SW,11,7,0,0,2021-05-02,2005-01-10,Chlorite; Coliform (TCR); TTHM,06/23/2026
TN0000109,FIRST U.D. OF HAWKINS COUNTY,,Hawkins,CHURCH HILL,19972,8616,L,SW,22,4,0,0,2022-01-01,2014-01-10,Long Term 2 Enhanced Surface Water Treatment Rule; Mercury; TTHM,05/14/2026
AL0000103,"ONEONTA, UB OF THE CITY OF",AL,Blount,ONEONTA,19971,6657,L,SW,10,3,0,0,2022-01-01,2005-01-01,Coliform (TCR); Tetrachloroethylene,05/18/2026
TN0000211,DYERSBURG WATER DEPT,TN,Dyer,DYERSBURG,19970,8321,L,GW,9,0,0,0,2019-01-10,,,05/14/2026
AL0000441,OZARK UTILITIES BOARD,AL,Dale,OZARK,19965,6528,L,GW,46,1,0,0,2024-01-11,1998-01-06,Coliform (TCR),05/18/2026
OH4800911,OREGON CITY,OH,Lucas,OREGON,19950,8113,L,SW,7,1,0,0,2026-06-12,2014-01-07,TTHM,05/15/2026
IL0310840,EVERGREEN PARK,IL,Cook,EVERGREEN PARK,19943,7232,L,SWP,3,0,0,0,2016-01-07,,,05/27/2026
TX2200034,CITY OF CROWLEY,TX,Tarrant,CROWLEY,19935,7742,L,SWP,12,1,0,0,2025-02-07,2015-01-07,Coliform (TCR),06/26/2026
OR4100594,CLACKAMAS RIVER WATER - CLAIRMONT,OR,Clackamas,CLACKAMAS,19928,3711,L,SWP,12,2,0,0,2023-01-07,2010-01-07,Coliform (TCR); Lead and Copper Rule,06/26/2026
FL3590473,SEMINOLE COUNTY NORTHEAST,FL,Seminole,LAKE MARY,19925,5415,L,GW,21,1,0,0,2018-01-07,2008-01-04,TTHM,05/18/2026
IL1370200,JACKSONVILLE,IL,Morgan,JACKSONVILLE,19903,7961,L,SW,15,1,0,0,2012-04-07,2011-01-05,Coliform (TCR),05/27/2026
IL1970600,MOKENA,IL,Will,MOKENA,19887,7250,L,SWP,13,2,0,0,2024-01-07,2012-01-07,Coliform (TCR),05/27/2026
OR4100816,"SHERWOOD, CITY OF",OR,Washington,SHERWOOD,19885,5591,L,SWP,34,7,0,0,2025-01-10,1993-01-05,Coliform (TCR),06/26/2026
IN5233011,NEW CASTLE UTILITIES,IN,Henry,NEW CASTLE,19880,7613,L,GW,13,1,0,0,2025-01-10,1996-01-11,Coliform (TCR),06/30/2026
OH3101703,NORWOOD CITY PWS,OH,Hamilton,NORWOOD,19870,6839,L,SWP,8,3,0,0,2019-02-11,1999-01-10,Coliform (TCR),05/15/2026
TN0000264,GLADEVILLE UTILITY DISTRICT,TN,Wilson,LEBANON,19813,7338,L,GU,14,3,0,0,2020-01-10,2020-01-10,Interim Enhanced Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),05/14/2026
MI0001573,COMMERCE TOWNSHIP,MI,Oakland,COMMERCE TOWNSHIP,19811,6700,L,SWP,0,0,0,0,,,,06/23/2026
NC0195010,"BOONE, TOWN OF",NC,Watauga,BOONE,19811,6019,L,SW,19,0,0,0,2024-01-10,,,06/26/2026
CA1210009,HUMBOLDT C.S.D.,CA,Humboldt,CUTTEN,19807,7990,L,GW,5,5,0,0,1996-01-10,1996-01-10,Coliform (TCR); Surface Water Treatment Rule,06/22/2026
OH5701212,MIAMISBURG CITY PWS,OH,Montgomery,MIAMISBURG,19790,7779,L,GW,5,0,0,0,2026-01-11,,,05/15/2026
OR4100178,"CENTRAL POINT, CITY OF",OR,Jackson,CENTRAL POINT,19785,6900,L,SWP,9,0,0,0,2024-01-07,,,06/26/2026
IL0970850,LAKE ZURICH,IL,Lake,LAKE ZURICH,19759,6862,L,GW,39,35,0,0,2023-01-10,2009-01-04,"Barium; Combined Radium (-226 and -228); Gross Alpha, Excl. Radon and U",05/27/2026
NC0144010,"WAYNESVILLE, TOWN OF",NC,Haywood,WAYNESVILLE,19758,7779,L,SW,9,2,1,0,2027-04-04,2024-01-10,Interim Enhanced Surface Water Treatment Rule; Total Haloacetic Acids (HAA5),06/26/2026
OH8752812,NORTHWESTERN W AND SD - TOLEDO SVC AREA,OH,Wood,BOWLING GREEN,19758,6412,L,SWP,9,4,1,0,2024-01-07,2022-01-07,TTHM,05/15/2026
GA0570003,WOODSTOCK,GA,Cherokee,WOODSTOCK,19742,8559,L,SWP,13,1,0,0,2021-01-10,2009-01-11,Coliform (TCR),06/12/2026
MI0000127,ALLENDALE TOWNSHIP,MI,Ottawa,ALLENDALE,19725,3180,L,SWP,1,0,0,0,,,,06/23/2026
OK1020404,SAPULPA,OK,Creek,SAPULPA,19702,5655,L,SW,98,71,3,0,2025-05-10,2025-05-10,"CARBON, TOTAL; Coliform (TCR); LEAD AND COPPER RULE REVISIONS; Surface Water Treatment Rule; TTHM",05/13/2026
FL6605038,CSU WTP NO. 1,FL,Sumter,THE VILLAGES,19699,11689,P,GW,0,0,0,0,,,,05/18/2026
FL3641336,VC/SOUTHWEST WATER SYSTEM,FL,Volusia,ORANGE CITY,19672,8516,L,GW,21,3,0,0,2025-01-11,1994-01-09,Coliform (TCR),05/18/2026
TX1010238,HARRIS COUNTY FWSD 51,TX,Harris,HOUSTON,19671,6870,L,SWP,8,3,0,0,2025-02-07,2014-01-12,Coliform (TCR),06/26/2026
CA1510001,ARVIN COMMUNITY SERVICES DIST,CA,Kern,ARVIN,19669,4349,L,GW,135,81,1,1,2025-05-10,2025-05-10,Arsenic; Coliform (TCR); LEAD AND COPPER RULE REVISIONS; Nitrate; Tetrachloroethylene,06/22/2026
NC0469025,PAMLICO COUNTY WATER,NC,Pamlico,BAYBORO,19665,7742,L,GW,45,14,1,0,2025-05-10,2025-05-10,Coliform (TCR); LEAD AND COPPER RULE REVISIONS; Lead and Copper Rule; TTHM,06/26/2026
TN0000558,PLEASANT VIEW UTILITY DISTRICT,TN,Cheatham,PLEASANT VIEW,19663,7505,L,SW,6,0,0,0,2021-01-07,,,05/14/2026
PR0002832,SANTANA,PR,Arecibo Municipio,ARECIBO,19657,7362,L,SW,172,29,0,0,2020-01-07,2012-01-08,Coliform (TCR),06/05/2026
LA1075001,BELLE CHASSE WATER DISTRICT,LA,Plaquemines Parish,BELLE CHASSE,19644,6548,L,SW,19,11,0,0,2015-01-07,2015-01-07,"CARBON, TOTAL; Coliform (TCR)",06/23/2026
IL0970800,LAKE FOREST,IL,Lake,LAKE FOREST,19642,6925,L,SW,9,2,0,0,2023-01-10,1994-01-01,Lead and Copper Rule,05/27/2026
KS2017504,"LIBERAL, CITY OF",KS,Seward,LIBERAL,19640,7364,L,GW,22,4,0,0,2026-01-01,2015-01-08,Coliform (TCR),05/15/2026
NY5105656,SMITHTOWN WATER DISTRICT,NY,Suffolk,SMITHTOWN (T),19635,5610,L,GWP,2,2,0,0,2015-01-07,2015-01-07,Coliform (TCR),06/25/2026
NC0229010,"LEXINGTON, CITY OF",NC,Davidson,LEXINGTON,19632,11000,L,SW,21,12,0,0,2020-08-04,2019-01-04,Coliform (TCR); TTHM; Total Haloacetic Acids (HAA5),06/26/2026
TX2270002,CITY OF MANOR,TX,Travis,MANOR,19620,5148,L,GW,12,4,0,0,2026-01-02,2005-01-12,Coliform (TCR); Fluoride,06/26/2026
AR0000025,MOUNTAIN HOME WATERWORKS,AR,Baxter,MOUNTAIN HOME,19618,8273,L,SW,5,3,0,0,2014-01-07,2014-01-07,Coliform (TCR),05/12/2026
TX1050038,COUNTY LINE SUD,TX,Hays,UHLAND,19609,6707,L,SWP,11,1,0,0,2025-06-12,2015-01-04,Coliform (TCR),06/26/2026
AR0000486,BRYANT WATERWORKS,AR,Saline,BRYANT,19607,8424,L,SWP,10,6,0,0,2014-01-07,2014-01-07,Coliform (TCR); TTHM,05/12/2026
NJ1524001,POINT PLEASANT WATER DEPARTMENT,NJ,Ocean,POINT PLEASANT BORO-1524,19600,7850,L,SWP,157,2,0,0,2026-01-01,2015-01-06,Coliform (TCR),06/30/2026
TN0000201,POPLAR GROVE UTILITY DISTRICT,TN,Tipton,ATOKA,19599,6975,L,GW,18,3,0,0,2014-01-08,2014-01-08,Coliform (TCR),05/14/2026
PA6240016,ST MARYS AREA WATER AUTH,PA,Elk,SAINT MARYS,19588,7412,L,SW,152,10,0,0,2025-11-01,2016-01-01,"Antimony, Total; Mercury; Selenium; Surface Water Treatment Rule; Total Haloacetic Acids (HAA5)",06/15/2026
IA7707030,ALTOONA WATER SUPPLY,IA,Polk,ALTOONA,19565,6692,L,GW,20,5,1,0,2025-01-07,2024-01-07,"Coliform (TCR); Combined Radium (-226 and -228); Gross Alpha, Excl. Radon and U",06/17/2026
MA2278000,SOUTHBRIDGE WATER DEPARTMENT,MA,Worcester,SOUTHBRIDGE,19562,4651,L,SW,4,3,0,0,2007-01-09,2007-01-09,Coliform (TCR); Surface Water Treatment Rule,06/22/2026
CA5610016,CALIFORNIA WATER SERVICE CO - WESTLAKE,CA,Ventura,SAN JOSE,19533,6931,P,SWP,0,0,0,0,,,,06/22/2026
MN1710004,Elk River,MN,Sherburne,Elk River,19532,5856,L,GW,4,0,0,0,1992-01-05,,,05/28/2026
NC0416040,WEST CARTERET WATER CORP,NC,Carteret,NEWPORT,19512,8421,P,GW,20,13,0,0,2008-02-04,2005-01-10,Coliform (TCR); Lead and Copper Rule; TTHM; Total Haloacetic Acids (HAA5),06/26/2026
IL0290250,MATTOON,IL,Coles,MATTOON,19500,8000,L,SW,28,11,0,0,2023-01-04,1998-01-12,Coliform (TCR); Surface Water Treatment Rule,05/27/2026
NY1400451,GRAND ISLAND TOWN WATER DEPT.,NY,Erie,GRAND ISLAND (T),19500,6200,L,SW,44,2,0,0,2024-01-10,1996-01-01,Coliform (TCR),06/25/2026
TX2430007,SHEPPARD AIR FORCE BASE,TX,Wichita,SHEPPARD AFB,19500,344,F,SWP,15,3,0,0,2023-01-11,2006-01-08,Coliform (TCR),06/26/2026
VT0005091,SOUTH BURLINGTON CITY WATER SYSTEM,VT,Chittenden,SOUTH BURLINGTON,19500,8205,L,SWP,2,0,0,0,2025-01-07,,,06/30/2026
PA5040008,AMBRIDGE WATER AUTH,PA,Beaver,AMBRIDGE,19500,7578,L,SW,112,11,1,0,2026-01-01,2023-01-07,"CARBON, TOTAL; Groundwater Rule; Interim Enhanced Surface Water Treatment Rule; Surface Water Treatment Rule",06/15/2026
TN0000611,SAVANNAH UTILITY DEPT,TN,Hardin,SAVANNAH,19495,7957,L,GW,4,1,0,0,2021-01-01,2005-01-06,Coliform (TCR),05/14/2026
CO0103614,PLATTE CANYON WSD,CO,Arapahoe,LITTLETON,19485,5874,L,SWP,0,0,0,0,,,,06/17/2026
NM3502507,CAMINO REAL REGIONAL UTILITY AUTHORITY,NM,Dona Ana,SUNLAND PARK,19466,7318,L,GW,212,116,25,2,2026-07-03,2026-05-02,Arsenic; Coliform (TCR); Groundwater Rule,06/16/2026
TX2140007,CITY OF ROMA,TX,Starr,ROMA,19464,7009,L,SW,85,20,5,0,2026-08-12,2025-05-10,Chlorite; Interim Enhanced Surface Water Treatment Rule; LEAD AND COPPER RULE REVISIONS; Surface Water Treatment Rule; TTHM,06/26/2026
